YYYY,MM,DD,Date,Where,Site,SST_MIN,SST_MAX,Temperature,SSTA@90th_HS,90th_HS>0,DHW,BAA_7day_max,Fill
2017,11,5,2017-11-05,Satellite,NOAA,26.85,28.24,27.38,0.8613,0,0,0,
2017,11,6,2017-11-06,Satellite,NOAA,26.76,28.09,27.65,0.7584,0,0,0,
2017,11,7,2017-11-07,Satellite,NOAA,26.87,28.17,27.33,0.6713,0,0,0,
2017,11,8,2017-11-08,Satellite,NOAA,26.95,28.15,27.29,0.5081,0,0,0,
2017,11,9,2017-11-09,Satellite,NOAA,27,28.1,27.6,0.5645,0,0,0,
2017,11,10,2017-11-10,Satellite,NOAA,26.9,27.87,27.3,0.4794,0,0,0,
2017,11,11,2017-11-11,Satellite,NOAA,26.75,27.85,27.45,0.5829,0,0,0,
2017,11,12,2017-11-12,Satellite,NOAA,26.67,27.64,27.4,0.5068,0,0,0,
2017,11,13,2017-11-13,Satellite,NOAA,26.72,27.49,27.31,0.3852,0,0,0,
2017,11,14,2017-11-14,Satellite,NOAA,26.7,27.51,27.26,0.2029,0,0,0,
2017,11,15,2017-11-15,Satellite,NOAA,26.6,27.53,27.23,0.2,0,0,0,
2017,11,16,2017-11-16,Satellite,NOAA,26.59,27.53,27.21,0.1317,0,0,0,
2017,11,17,2017-11-17,Satellite,NOAA,26.78,27.59,27.35,0.214,0,0,0,
2017,11,18,2017-11-18,Satellite,NOAA,26.82,27.62,27.42,0.204,0,0,0,
2017,11,19,2017-11-19,Satellite,NOAA,26.76,27.69,27.27,0.1393,0,0,0,
2017,11,20,2017-11-20,Satellite,NOAA,26.74,27.54,27.29,0.085,0,0,0,
2017,11,21,2017-11-21,Satellite,NOAA,26.74,27.52,27.3,0.08,0,0,0,
2017,11,22,2017-11-22,Satellite,NOAA,26.74,27.67,27.37,0.1193,0,0,0,
2017,11,23,2017-11-23,Satellite,NOAA,26.68,27.59,27.42,0.1333,0,0,0,
2017,11,24,2017-11-24,Satellite,NOAA,26.82,27.82,27.55,0.222,0,0,0,
2017,11,25,2017-11-25,Satellite,NOAA,27.07,28.03,27.7,0.1033,0,0,0,
2017,11,26,2017-11-26,Satellite,NOAA,27.18,28.19,28,0.3817,0,0,0,
2017,11,27,2017-11-27,Satellite,NOAA,27.16,28.41,28.15,0.516,0,0,0,
2017,11,28,2017-11-28,Satellite,NOAA,27.27,28.11,27.85,0.4373,0,0,0,
2017,11,29,2017-11-29,Satellite,NOAA,27.46,28.21,27.79,0.4533,0,0,0,
2017,11,30,2017-11-30,Satellite,NOAA,27.47,28.3,28.14,0.515,0,0,0,
2017,12,1,2017-12-01,Satellite,NOAA,27.55,28.36,28.2,0.5673,0,0,0,
2017,12,2,2017-12-02,Satellite,NOAA,27.67,28.49,28.22,0.609,0,0,0,
2017,12,3,2017-12-03,Satellite,NOAA,27.84,28.56,28.24,0.69,0,0,0,
2017,12,4,2017-12-04,Satellite,NOAA,28.07,29.29,28.92,1.2633,0.07,0,1,
2017,12,5,2017-12-05,Satellite,NOAA,28.02,29.74,29.09,1.34,0.2,0,1,
2017,12,6,2017-12-06,Satellite,NOAA,28.25,29.86,29.19,1.358,0.29,0,1,
2017,12,7,2017-12-07,Satellite,NOAA,28.21,29.61,28.96,1.3507,0.25,0,1,
2017,12,8,2017-12-08,Satellite,NOAA,28.43,29.62,29.15,1.4607,0.36,0,1,
2017,12,9,2017-12-09,Satellite,NOAA,28.52,29.82,29.18,1.416,0.41,0,1,
2017,12,10,2017-12-10,Satellite,NOAA,28.4,29.68,29.12,1.21,0.28,0,1,
2017,12,11,2017-12-11,Satellite,NOAA,28.32,29.35,29.01,1.068,0.15,0,1,
2017,12,12,2017-12-12,Satellite,NOAA,28.23,29.26,29.02,1.074,0.12,0,1,
2017,12,13,2017-12-13,Satellite,NOAA,28.09,29.16,28.8,0.9973,0,0,1,
2017,12,14,2017-12-14,Satellite,NOAA,28.07,29,28.79,0.7817,0,0,1,
2017,12,15,2017-12-15,Satellite,NOAA,28.05,29.11,28.67,0.85,0,0,1,
2017,12,16,2017-12-16,Satellite,NOAA,28.07,29.2,28.77,0.8265,0,0,1,
2017,12,17,2017-12-17,Satellite,NOAA,28.01,29.23,28.8,0.9084,0.02,0,1,
2017,12,18,2017-12-18,Satellite,NOAA,28.08,29.08,28.92,0.9358,0,0,1,
2017,12,19,2017-12-19,Satellite,NOAA,28.11,29.23,28.76,0.8177,0,0,1,
2017,12,20,2017-12-20,Satellite,NOAA,28.18,29.1,28.69,0.6171,0,0,1,
2017,12,21,2017-12-21,Satellite,NOAA,28.13,29.18,28.63,0.71,0.02,0,1,
2017,12,22,2017-12-22,Satellite,NOAA,28.17,29.24,28.62,0.6255,0.06,0,1,
2017,12,23,2017-12-23,Satellite,NOAA,28.4,29.39,28.95,0.921,0.17,0,1,
2017,12,24,2017-12-24,Satellite,NOAA,28.49,29.57,29.04,0.9181,0.26,0,1,
2017,12,25,2017-12-25,Satellite,NOAA,28.48,29.72,28.82,0.73,0.26,0,1,
2017,12,26,2017-12-26,Satellite,NOAA,28.51,29.64,29.13,1.019,0.34,0,1,
2017,12,27,2017-12-27,Satellite,NOAA,28.56,29.57,29.04,0.9326,0.26,0,1,
2017,12,28,2017-12-28,Satellite,NOAA,28.5,29.64,29.04,0.9261,0.29,0,1,
2017,12,29,2017-12-29,Satellite,NOAA,28.46,29.83,29.09,0.9397,0.33,0,1,
2017,12,30,2017-12-30,Satellite,NOAA,28.66,30.21,29.31,1.1277,0.55,0,1,
2017,12,31,2017-12-31,Satellite,NOAA,28.87,30.45,29.72,1.4461,0.89,0,1,
2018,1,1,2018-01-01,Satellite,NOAA,28.7,30.21,29.61,1.2997,0.83,0,1,
2018,1,2,2018-01-02,Satellite,NOAA,28.49,29.86,29.16,0.94,0.54,0,1,
2018,1,3,2018-01-03,Satellite,NOAA,28.72,29.89,29.54,1.1761,0.63,0,1,
2018,1,4,2018-01-04,Satellite,NOAA,28.89,29.91,29.59,1.1477,0.7,0,1,
2018,1,5,2018-01-05,Satellite,NOAA,29.03,29.86,29.3,1.0329,0.69,0,1,
2018,1,6,2018-01-06,Satellite,NOAA,29,29.95,29.67,1.1826,0.78,0,1,
2018,1,7,2018-01-07,Satellite,NOAA,28.83,29.72,29.49,1.0368,0.66,0,1,
2018,1,8,2018-01-08,Satellite,NOAA,28.68,29.49,29.39,0.849,0.52,0,1,
2018,1,9,2018-01-09,Satellite,NOAA,28.63,29.67,29.42,0.8597,0.58,0,1,
2018,1,10,2018-01-10,Satellite,NOAA,28.72,29.55,29.11,0.7052,0.47,0,1,
2018,1,11,2018-01-11,Satellite,NOAA,28.77,29.5,29.25,0.7158,0.46,0,1,
2018,1,12,2018-01-12,Satellite,NOAA,28.71,29.61,29.42,0.7442,0.51,0,1,
2018,1,13,2018-01-13,Satellite,NOAA,28.71,29.51,29.23,0.661,0.46,0,1,
2018,1,14,2018-01-14,Satellite,NOAA,27.98,29.37,29.27,0.6274,0.46,0,1,
2018,1,15,2018-01-15,Satellite,NOAA,28.36,29.56,29.39,0.75,0.6,0,1,
2018,1,16,2018-01-16,Satellite,NOAA,28.6,29.56,29.29,0.7945,0.63,0,1,
2018,1,17,2018-01-17,Satellite,NOAA,28.54,29.28,29.03,0.4623,0.35,0,1,
2018,1,18,2018-01-18,Satellite,NOAA,28.41,29.09,28.82,0.3265,0.2,0,1,
2018,1,19,2018-01-19,Satellite,NOAA,28.56,29.29,28.95,0.5045,0.4,0,1,
2018,1,20,2018-01-20,Satellite,NOAA,28.46,29.07,28.71,0.2506,0.15,0,1,
2018,1,21,2018-01-21,Satellite,NOAA,28.39,29.05,28.7,0.1926,0.12,0,1,
2018,1,22,2018-01-22,Satellite,NOAA,28.43,29.03,28.84,0.3684,0.26,0,1,
2018,1,23,2018-01-23,Satellite,NOAA,28.46,29.11,28.91,0.3542,0.28,0,1,
2018,1,24,2018-01-24,Satellite,NOAA,28.32,29.21,28.88,0.3894,0.29,0,1,
2018,1,25,2018-01-25,Satellite,NOAA,28.63,29.48,29.11,0.6145,0.54,0,1,
2018,1,26,2018-01-26,Satellite,NOAA,28.28,29.16,28.81,0.3274,0.25,0,1,
2018,1,27,2018-01-27,Satellite,NOAA,28.32,29.33,28.95,0.4674,0.4,0,1,
2018,1,28,2018-01-28,Satellite,NOAA,28.36,29.06,28.76,0.2597,0.19,0,1,
2018,1,29,2018-01-29,Satellite,NOAA,28.43,29.23,29,0.2865,0.27,0,1,
2018,1,30,2018-01-30,Satellite,NOAA,28.39,29.31,28.95,0.2223,0.15,0,1,
2018,1,31,2018-01-31,Satellite,NOAA,28.78,29.57,29.3,0.5626,0.49,0,1,
2018,2,1,2018-02-01,Satellite,NOAA,29,29.83,29.27,0.7532,0.69,0,1,
2018,2,2,2018-02-02,Satellite,NOAA,29.14,30.02,29.66,0.9345,0.88,0,1,
2018,2,3,2018-02-03,Satellite,NOAA,29.24,30.12,29.91,1.1642,1.11,0.1586,2,
2018,2,4,2018-02-04,Satellite,NOAA,28.99,29.96,29.37,0.8384,0.81,0.1586,2,
2018,2,5,2018-02-05,Satellite,NOAA,28.93,29.74,29.33,0.7455,0.71,0.1586,2,
2018,2,6,2018-02-06,Satellite,NOAA,28.86,29.79,29.68,0.8571,0.77,0.1586,2,
2018,2,7,2018-02-07,Satellite,NOAA,28.68,29.45,29.27,0.7013,0.66,0.1586,2,
2018,2,8,2018-02-08,Satellite,NOAA,28.39,29.29,28.96,0.4026,0.38,0.1586,2,
2018,2,9,2018-02-09,Satellite,NOAA,28.28,29.23,28.74,0.2213,0.2,0.1586,2,
2018,2,10,2018-02-10,Satellite,NOAA,28.23,28.96,28.63,0.0894,0.07,0.1586,1,
2018,2,11,2018-02-11,Satellite,NOAA,28.26,28.76,28.66,0.0494,0.03,0.1586,1,
2018,2,12,2018-02-12,Satellite,NOAA,28.36,28.99,28.8,0.1845,0.17,0.1586,1,
2018,2,13,2018-02-13,Satellite,NOAA,28.39,28.95,28.74,0.1658,0.16,0.1586,1,
2018,2,14,2018-02-14,Satellite,NOAA,28.46,29.42,28.98,0.3648,0.36,0.1586,1,
2018,2,15,2018-02-15,Satellite,NOAA,28.54,29.47,28.91,0.34,0.34,0.1586,1,
2018,2,16,2018-02-16,Satellite,NOAA,28.43,29.96,29.68,0.8621,0.84,0.1586,1,
2018,2,17,2018-02-17,Satellite,NOAA,28.77,30.14,29.86,1.1193,1.07,0.3114,2,
2018,2,18,2018-02-18,Satellite,NOAA,28.91,29.89,29.64,0.9261,0.85,0.3114,2,
2018,2,19,2018-02-19,Satellite,NOAA,28.94,30.02,29.64,0.9486,0.85,0.3114,2,
2018,2,20,2018-02-20,Satellite,NOAA,29.02,30.52,29.78,1.2789,1.17,0.4786,2,
2018,2,21,2018-02-21,Satellite,NOAA,28.93,30.13,29.54,1.0764,0.95,0.4786,2,
2018,2,22,2018-02-22,Satellite,NOAA,29.02,30.01,29.67,1.23,1.08,0.6329,2,
2018,2,23,2018-02-23,Satellite,NOAA,28.93,29.84,29.49,1.0786,0.91,0.6329,2,
2018,2,24,2018-02-24,Satellite,NOAA,28.83,29.71,29.52,1.0196,0.83,0.6329,2,
2018,2,25,2018-02-25,Satellite,NOAA,28.95,29.75,29.61,1.1621,0.98,0.6329,2,
2018,2,26,2018-02-26,Satellite,NOAA,28.81,29.55,29.2,0.8396,0.6,0.6329,2,
2018,2,27,2018-02-27,Satellite,NOAA,28.98,29.98,29.49,1.1071,0.91,0.6329,2,
2018,2,28,2018-02-28,Satellite,NOAA,28.77,29.78,29.53,1.1375,0.91,0.6329,2,
2018,3,1,2018-03-01,Satellite,NOAA,28.74,29.43,29.29,0.915,0.66,0.6329,1,
2018,3,2,2018-03-02,Satellite,NOAA,28.8,29.81,29.54,1.1375,0.8,0.6329,1,
2018,3,3,2018-03-03,Satellite,NOAA,28.7,29.53,29.15,0.9071,0.57,0.6329,1,
2018,3,4,2018-03-04,Satellite,NOAA,28.63,29.67,29.23,1.0061,0.66,0.6329,1,
2018,3,5,2018-03-05,Satellite,NOAA,28.55,29.53,29.38,1.0379,0.62,0.6329,1,
2018,3,6,2018-03-06,Satellite,NOAA,28.42,29.53,29.33,1.0257,0.7,0.6329,1,
2018,3,7,2018-03-07,Satellite,NOAA,28.42,29.48,29.33,1.0714,0.75,0.6329,1,
2018,3,8,2018-03-08,Satellite,NOAA,28.54,29.33,29.1,0.87,0.54,0.6329,1,
2018,3,9,2018-03-09,Satellite,NOAA,28.42,29.61,29.36,1.0993,0.73,0.6329,1,
2018,3,10,2018-03-10,Satellite,NOAA,28.54,29.76,29.22,1.0161,0.63,0.6329,1,
2018,3,11,2018-03-11,Satellite,NOAA,28.2,29.54,29.19,1,0.58,0.6329,1,
2018,3,12,2018-03-12,Satellite,NOAA,28.06,29.44,28.94,0.7204,0.39,0.6329,1,
2018,3,13,2018-03-13,Satellite,NOAA,27.85,29.3,28.79,0.6693,0.14,0.6329,1,
2018,3,14,2018-03-14,Satellite,NOAA,27.65,29.35,28.9,0.7539,0.32,0.6329,1,
2018,3,15,2018-03-15,Satellite,NOAA,27.93,29.11,28.68,0.54,0.07,0.6329,1,
2018,3,16,2018-03-16,Satellite,NOAA,28.03,29.06,28.61,0.4987,0.02,0.6329,1,
2018,3,17,2018-03-17,Satellite,NOAA,28,29.1,28.76,0.6981,0.16,0.6329,1,
2018,3,18,2018-03-18,Satellite,NOAA,28.01,29.05,28.79,0.759,0.18,0.6329,1,
2018,3,19,2018-03-19,Satellite,NOAA,27.89,28.78,28.65,0.67,0.01,0.6329,1,
2018,3,20,2018-03-20,Satellite,NOAA,28.01,28.83,28.76,0.8187,0.12,0.6329,1,
2018,3,21,2018-03-21,Satellite,NOAA,27.94,28.91,28.64,0.6981,0.01,0.6329,1,
2018,3,22,2018-03-22,Satellite,NOAA,27.97,28.98,28.71,0.7977,0.08,0.6329,1,
2018,3,23,2018-03-23,Satellite,NOAA,28.04,29.18,28.85,0.9448,0.22,0.6329,1,
2018,3,24,2018-03-24,Satellite,NOAA,27.97,29.37,28.96,1.0784,0.33,0.6329,1,
2018,3,25,2018-03-25,Satellite,NOAA,27.94,28.91,28.61,0.7665,0.07,0.6329,1,
2018,3,26,2018-03-26,Satellite,NOAA,27.69,28.86,28.47,0.6723,0,0.6329,1,
2018,3,27,2018-03-27,Satellite,NOAA,27.75,28.96,28.63,0.8545,0,0.6329,1,
2018,3,28,2018-03-28,Satellite,NOAA,27.63,29.49,28.73,1.0148,0.11,0.6329,1,
2018,3,29,2018-03-29,Satellite,NOAA,27.85,29.11,28.72,1.0429,0.1,0.6329,1,
2018,3,30,2018-03-30,Satellite,NOAA,28.11,29.19,28.87,1.2255,0.26,0.6329,1,
2018,3,31,2018-03-31,Satellite,NOAA,27.97,29.01,28.77,1.11,0.15,0.6329,1,
2018,4,1,2018-04-01,Satellite,NOAA,28,29.17,28.97,1.349,0.34,0.6329,1,
2018,4,2,2018-04-02,Satellite,NOAA,27.82,29.28,28.99,1.3252,0.39,0.6329,1,
2018,4,3,2018-04-03,Satellite,NOAA,27.87,28.91,28.72,1.2123,0.11,0.6329,1,
2018,4,4,2018-04-04,Satellite,NOAA,27.71,28.93,28.64,1.0835,0.01,0.6329,1,
2018,4,5,2018-04-05,Satellite,NOAA,27.82,28.64,28.52,1.0406,0,0.6329,1,
2018,4,6,2018-04-06,Satellite,NOAA,27.73,28.73,28.39,0.9203,0,0.6329,1,
2018,4,7,2018-04-07,Satellite,NOAA,27.49,28.61,28.36,0.8877,0,0.6329,1,
2018,4,8,2018-04-08,Satellite,NOAA,27.37,28.81,28.29,0.8445,0,0.6329,1,
2018,4,9,2018-04-09,Satellite,NOAA,27.36,28.5,28.13,0.71,0,0.6329,1,
2018,4,10,2018-04-10,Satellite,NOAA,27.02,28.28,28.18,0.8835,0,0.6329,1,
2018,4,11,2018-04-11,Satellite,NOAA,26.93,28.27,27.96,0.6326,0,0.6329,0,
2018,4,12,2018-04-12,Satellite,NOAA,26.98,28.26,27.88,0.6,0,0.6329,0,
2018,4,13,2018-04-13,Satellite,NOAA,26.99,28.18,27.89,0.5339,0,0.6329,0,
2018,4,14,2018-04-14,Satellite,NOAA,27.06,28.14,27.9,0.5816,0,0.6329,0,
2018,4,15,2018-04-15,Satellite,NOAA,27.03,28.05,27.77,0.63,0,0.6329,0,
2018,4,16,2018-04-16,Satellite,NOAA,26.97,27.99,27.6,0.4487,0,0.6329,0,
2018,4,17,2018-04-17,Satellite,NOAA,27.07,27.83,27.54,0.3593,0,0.6329,0,
2018,4,18,2018-04-18,Satellite,NOAA,27.11,27.81,27.61,0.502,0,0.6329,0,
2018,4,19,2018-04-19,Satellite,NOAA,27.1,27.86,27.69,0.5933,0,0.6329,0,
2018,4,20,2018-04-20,Satellite,NOAA,27.05,27.92,27.77,0.7067,0,0.6329,0,
2018,4,21,2018-04-21,Satellite,NOAA,27.01,27.74,27.61,0.616,0,0.6329,0,
2018,4,22,2018-04-22,Satellite,NOAA,26.99,27.79,27.62,0.6033,0,0.6329,0,
2018,4,23,2018-04-23,Satellite,NOAA,26.85,27.77,27.56,0.65,0,0.6329,0,
2018,4,24,2018-04-24,Satellite,NOAA,26.82,27.67,27.51,0.563,0,0.6329,0,
2018,4,25,2018-04-25,Satellite,NOAA,26.72,27.66,27.53,0.6033,0,0.6329,0,
2018,4,26,2018-04-26,Satellite,NOAA,26.74,27.73,27.43,0.7283,0,0.6329,0,
2018,4,27,2018-04-27,Satellite,NOAA,26.65,27.69,27.36,0.588,0,0.6329,0,
2018,4,28,2018-04-28,Satellite,NOAA,26.53,27.61,27.18,0.3463,0,0.4743,0,
2018,4,29,2018-04-29,Satellite,NOAA,26.46,27.56,27.19,0.4887,0,0.4743,0,
2018,4,30,2018-04-30,Satellite,NOAA,26.38,27.37,27.11,0.53,0,0.4743,0,
2018,5,1,2018-05-01,Satellite,NOAA,26.19,27.17,27.05,0.5093,0,0.4743,0,
2018,5,2,2018-05-02,Satellite,NOAA,26.03,27.1,26.87,0.336,0,0.4743,0,
2018,5,3,2018-05-03,Satellite,NOAA,26.09,26.94,26.87,0.376,0,0.4743,0,
2018,5,4,2018-05-04,Satellite,NOAA,26.1,26.92,26.79,0.351,0,0.4743,0,
2018,5,5,2018-05-05,Satellite,NOAA,26.1,26.96,26.81,0.3133,0,0.4743,0,
2018,5,6,2018-05-06,Satellite,NOAA,25.96,27.03,26.74,0.251,0,0.4743,0,
2018,5,7,2018-05-07,Satellite,NOAA,25.99,27.01,26.64,0.1407,0,0.4743,0,
2018,5,8,2018-05-08,Satellite,NOAA,25.81,27.2,26.65,0.132,0,0.4743,0,
2018,5,9,2018-05-09,Satellite,NOAA,25.87,27.19,26.6,0.302,0,0.4743,0,
2018,5,10,2018-05-10,Satellite,NOAA,25.85,27.04,26.57,0.185,0,0.4743,0,
2018,5,11,2018-05-11,Satellite,NOAA,26.04,27.05,26.66,0.4587,0,0.4743,0,
2018,5,12,2018-05-12,Satellite,NOAA,26.03,26.91,26.72,0.571,0,0.3214,0,
2018,5,13,2018-05-13,Satellite,NOAA,25.75,26.84,26.47,0.3827,0,0.3214,0,
2018,5,14,2018-05-14,Satellite,NOAA,25.66,26.89,26.61,0.5717,0,0.3214,0,
2018,5,15,2018-05-15,Satellite,NOAA,25.43,26.93,26.52,0.49,0,0.1543,0,
2018,5,16,2018-05-16,Satellite,NOAA,25.24,26.72,26.36,0.3306,0,0.1543,0,
2018,5,17,2018-05-17,Satellite,NOAA,25.14,26.56,26.21,0.2274,0,0,0,
2018,5,18,2018-05-18,Satellite,NOAA,24.93,26.55,26.16,0.2042,0,0,0,
2018,5,19,2018-05-19,Satellite,NOAA,24.86,26.53,26.1,0.1148,0,0,0,
2018,5,20,2018-05-20,Satellite,NOAA,24.86,26.49,26.05,0.1184,0,0,0,
2018,5,21,2018-05-21,Satellite,NOAA,24.77,26.32,25.95,0.2219,0,0,0,
2018,5,22,2018-05-22,Satellite,NOAA,24.56,26.24,25.93,0.1977,0,0,0,
2018,5,23,2018-05-23,Satellite,NOAA,24.34,26.29,25.95,0.2352,0,0,0,
2018,5,24,2018-05-24,Satellite,NOAA,24.28,26.35,25.95,0.25,0,0,0,
2018,5,25,2018-05-25,Satellite,NOAA,24.24,26.41,25.92,0.1735,0,0,0,
2018,5,26,2018-05-26,Satellite,NOAA,24.12,26.34,25.85,0.0881,0,0,0,
2018,5,27,2018-05-27,Satellite,NOAA,24.06,26.28,25.92,0.2206,0,0,0,
2018,5,28,2018-05-28,Satellite,NOAA,23.9,26.22,25.82,0.1265,0,0,0,
2018,5,29,2018-05-29,Satellite,NOAA,23.72,26.1,25.75,0.0694,0,0,0,
2018,5,30,2018-05-30,Satellite,NOAA,23.58,26.04,25.62,-0.0384,0,0,0,
2018,5,31,2018-05-31,Satellite,NOAA,23.66,26.02,25.53,-0.0713,0,0,0,
2018,6,1,2018-06-01,Satellite,NOAA,23.44,25.75,25.35,-0.2219,0,0,0,
2018,6,2,2018-06-02,Satellite,NOAA,23.27,25.74,25.29,-0.1574,0,0,0,
2018,6,3,2018-06-03,Satellite,NOAA,23.22,25.9,25.3,-0.1445,0,0,0,
2018,6,4,2018-06-04,Satellite,NOAA,23.16,25.97,25.27,-0.2381,0,0,0,
2018,6,5,2018-06-05,Satellite,NOAA,23.16,25.98,25.3,-0.0903,0,0,0,
2018,6,6,2018-06-06,Satellite,NOAA,23.07,25.85,25.19,-0.1155,0,0,0,
2018,6,7,2018-06-07,Satellite,NOAA,23.02,25.88,25.28,0.08,0,0,0,
2018,6,8,2018-06-08,Satellite,NOAA,23.13,25.93,25.27,-0.0397,0,0,0,
2018,6,9,2018-06-09,Satellite,NOAA,23.1,25.91,25.16,-0.0561,0,0,0,
2018,6,10,2018-06-10,Satellite,NOAA,22.87,25.91,25.07,-0.0935,0,0,0,
2018,6,11,2018-06-11,Satellite,NOAA,23.01,25.58,24.93,-0.1648,0,0,0,
2018,6,12,2018-06-12,Satellite,NOAA,23,25.57,25,-0.0861,0,0,0,
2018,6,13,2018-06-13,Satellite,NOAA,23.21,25.49,24.9,0.2268,0,0,0,
2018,6,14,2018-06-14,Satellite,NOAA,23.27,25.73,25.04,0.1503,0,0,0,
2018,6,15,2018-06-15,Satellite,NOAA,23.48,25.5,24.99,0.19,0,0,0,
2018,6,16,2018-06-16,Satellite,NOAA,23.48,25.43,24.97,0.189,0,0,0,
2018,6,17,2018-06-17,Satellite,NOAA,23.33,25.54,24.9,0.336,0,0,0,
2018,6,18,2018-06-18,Satellite,NOAA,23.32,25.22,24.82,0.406,0,0,0,
2018,6,19,2018-06-19,Satellite,NOAA,23.14,25.33,24.88,0.1833,0,0,0,
2018,6,20,2018-06-20,Satellite,NOAA,22.95,25.44,24.99,-0.1233,0,0,0,
2018,6,21,2018-06-21,Satellite,NOAA,22.77,25.45,24.93,0.256,0,0,0,
2018,6,22,2018-06-22,Satellite,NOAA,22.72,25.33,24.99,0.275,0,0,0,
2018,6,23,2018-06-23,Satellite,NOAA,22.75,25.29,24.86,-0.0373,0,0,0,
2018,6,24,2018-06-24,Satellite,NOAA,22.63,25.28,24.9,0.144,0,0,0,
2018,6,25,2018-06-25,Satellite,NOAA,22.48,25.33,24.97,0.25,0,0,0,
2018,6,26,2018-06-26,Satellite,NOAA,22.32,25.33,25.03,0.3233,0,0,0,
2018,6,27,2018-06-27,Satellite,NOAA,22.36,25.39,25.06,0.36,0,0,0,
2018,6,28,2018-06-28,Satellite,NOAA,22.43,25.4,25,0.3663,0,0,0,
2018,6,29,2018-06-29,Satellite,NOAA,22.52,25.3,25.04,0.3147,0,0,0,
2018,6,30,2018-06-30,Satellite,NOAA,22.54,25.21,24.88,0.07,0,0,0,
2018,7,1,2018-07-01,Satellite,NOAA,22.56,25.26,24.86,0.0973,0,0,0,
2018,7,2,2018-07-02,Satellite,NOAA,22.5,25.48,25.03,0.439,0,0,0,
2018,7,3,2018-07-03,Satellite,NOAA,22.63,25.39,25.04,0.474,0,0,0,
2018,7,4,2018-07-04,Satellite,NOAA,22.67,25.27,25.04,0.3667,0,0,0,
2018,7,5,2018-07-05,Satellite,NOAA,22.66,25.44,25.09,0.4133,0,0,0,
2018,7,6,2018-07-06,Satellite,NOAA,22.85,25.26,24.98,0.364,0,0,0,
2018,7,7,2018-07-07,Satellite,NOAA,22.81,25.06,24.76,0.4233,0,0,0,
2018,7,8,2018-07-08,Satellite,NOAA,22.75,24.97,24.75,0.2663,0,0,0,
2018,7,9,2018-07-09,Satellite,NOAA,22.54,25.06,24.78,0.472,0,0,0,
2018,7,10,2018-07-10,Satellite,NOAA,22.51,25.23,24.8,0.4767,0,0,0,
2018,7,11,2018-07-11,Satellite,NOAA,22.49,25.17,24.73,0.1813,0,0,0,
2018,7,12,2018-07-12,Satellite,NOAA,22.39,25.09,24.68,0.351,0,0,0,
2018,7,13,2018-07-13,Satellite,NOAA,22.25,25.08,24.64,0.43,0,0,0,
2018,7,14,2018-07-14,Satellite,NOAA,22.33,24.86,24.58,0.4187,0,0,0,
2018,7,15,2018-07-15,Satellite,NOAA,22.28,24.9,24.43,0.21,0,0,0,
2018,7,16,2018-07-16,Satellite,NOAA,22.42,25.02,24.48,0.2348,0,0,0,
2018,7,17,2018-07-17,Satellite,NOAA,22.53,25.29,24.63,0.3984,0,0,0,
2018,7,18,2018-07-18,Satellite,NOAA,22.59,25.2,24.53,0.0494,0,0,0,
2018,7,19,2018-07-19,Satellite,NOAA,22.58,25.13,24.47,0.229,0,0,0,
2018,7,20,2018-07-20,Satellite,NOAA,22.66,25.25,24.48,0.0958,0,0,0,
2018,7,21,2018-07-21,Satellite,NOAA,22.82,25.56,24.76,0.2961,0,0,0,
2018,7,22,2018-07-22,Satellite,NOAA,22.94,25.48,24.7,0.2465,0,0,0,
2018,7,23,2018-07-23,Satellite,NOAA,23.07,25.38,24.75,0.2823,0,0,0,
2018,7,24,2018-07-24,Satellite,NOAA,23.02,25.29,24.74,0.4052,0,0,0,
2018,7,25,2018-07-25,Satellite,NOAA,23.03,25.22,24.79,0.4919,0,0,0,
2018,7,26,2018-07-26,Satellite,NOAA,23.16,25.4,24.85,0.5187,0,0,0,
2018,7,27,2018-07-27,Satellite,NOAA,23.27,25.35,24.9,0.6271,0,0,0,
2018,7,28,2018-07-28,Satellite,NOAA,23.22,25.54,24.9,0.5919,0,0,0,
2018,7,29,2018-07-29,Satellite,NOAA,23.4,25.5,24.98,0.7968,0,0,0,
2018,7,30,2018-07-30,Satellite,NOAA,23.42,25.39,25.04,0.7674,0,0,0,
2018,7,31,2018-07-31,Satellite,NOAA,23.53,25.51,25.26,0.9142,0,0,0,
2018,8,1,2018-08-01,Satellite,NOAA,23.4,25.66,25.14,0.7681,0,0,0,
2018,8,2,2018-08-02,Satellite,NOAA,23.42,25.39,25.06,0.771,0,0,0,
2018,8,3,2018-08-03,Satellite,NOAA,23.49,25.38,25.21,0.8994,0,0,0,
2018,8,4,2018-08-04,Satellite,NOAA,23.56,25.41,25.05,0.6926,0,0,0,
2018,8,5,2018-08-05,Satellite,NOAA,23.31,25.29,25.02,0.98,0,0,0,
2018,8,6,2018-08-06,Satellite,NOAA,23.71,25.36,25.11,0.7874,0,0,0,
2018,8,7,2018-08-07,Satellite,NOAA,23.87,25.61,25.27,1.2668,0,0,0,
2018,8,8,2018-08-08,Satellite,NOAA,23.68,25.45,25.2,0.9194,0,0,0,
2018,8,9,2018-08-09,Satellite,NOAA,23.56,25.43,25.26,0.9074,0,0,0,
2018,8,10,2018-08-10,Satellite,NOAA,23.52,25.44,25.28,0.9713,0,0,0,
2018,8,11,2018-08-11,Satellite,NOAA,23.48,25.36,25.18,0.9077,0,0,0,
