,Sample_ID,Date.x,Region,Site,Genus,Treatment,Symbiont_ITS,Symbiont_speciesID,psba_sequence,Coral_speciesID,Holobiont_ID,Holobiont_ID2,Holobiont_ID_Region,Whole.colony.tag,Ethanol.x,Field.notes,DGGE.profile.notes,comments.psba,Fraction,Fraction.detail,Fraction.detail_c,Fraction.detail_b,Time,Time2,Lab_ID,d15N,d13C,Weight_mg,Kim_C.percent,Kim_N.percent,Weight_mg.1,C_percent.weight,C_percent.weight.num,C_mg,N_percent.weight,N_percent.weight.num,N_mg,CN_molar,Mycrosporine.glycine,Palythine,Asterina,Shinorine,Nubbin,Nubbin_ID,Protein_cm2,Dino.density,Chla_cell,Chla_cm2,Pocilloporin,Date.y,Colony.tag,Ethanol.y,Field_notes,Plank.Day.Night,Fraction_Plank,Big.delta.15N,Big.delta.13C,N_ug,C_ug,Volume_L
123,HJ054,12/5/19,Heron,Harry's Bommie,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,"C8x (x band seqs as C8, need extra markers)",,NA,NA,"Stylophora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,HJ055,12/5/19,Heron,Harry's Bommie,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,"C8x (x band seqs as C8, need extra markers)",,Host,Host,"Stylophora, Juvenile",,After,During/After,10986,4.5,-15.7,5.16,7.08,1.55,5.164,0.071,7.1,0.365,0.016,1.6,0.08,5.3,NA,NA,NA,NA,original,HJ055,0.972886497,0.712608062,1.742014711,1.241373728,0.706647576,,,,,,,NA,NA,NA,NA,NA
125,HJ055,12/5/19,Heron,Harry's Bommie,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,"C8x (x band seqs as C8, need extra markers)",,Host,Host,"Stylophora, Juvenile",,Before,Before,5828,4.1,-16.9,5.032,8.55,1.86,5.032,0.086,8.6,0.43,0.019,1.9,0.094,5.4,0.776,0.76,0.68,0.63,original,HJ055,0.570441334,1.060456797,1.790636036,1.898892155,NA,5/12/19,No,Yes,,,,0.9,0.2,NA,NA,NA
126,HJ055,12/5/19,Heron,Harry's Bommie,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,"C8x (x band seqs as C8, need extra markers)",,Symbiont,Symbiont,"Stylophora, Juvenile",,Before,Before,9342,3.2,-17.1,2.724,42.77,7.7,2.724,0.428,42.8,1.165,0.077,7.7,0.21,6.5,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
127,HJ056,12/5/19,Heron,Harry's Bommie,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,,,NA,NA,"Stylophora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,HJ065,12/10/19,Heron,Coral Canyons,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,"C8x (x band seqs as C8, need extra markers)",,Host,Host,"Stylophora, Juvenile",,After,During/After,11057,4.9,-17.1,5.23,8.11,1.69,5.231,0.081,8.1,0.424,0.017,1.7,0.088,5.6,NA,NA,NA,NA,original,HJ065,0.707224061,0.70362978,1.584188515,1.114682217,0.549933914,,,,,,,NA,NA,NA,NA,NA
129,HJ065,12/10/19,Heron,Coral Canyons,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,"C8x (x band seqs as C8, need extra markers)",,Host,Host,"Stylophora, Juvenile",,Before,Before,5833,4.7,-16.3,5.047,9.73,2.18,5.047,0.097,9.7,0.491,0.022,2.2,0.11,5.2,0.698,0.685,0.612,0.555,original,HJ065,0.672698613,1.599344973,1.719598447,2.750231131,NA,10/12/19,No,Yes,,,,1.1,-0.3,NA,NA,NA
130,HJ065,12/10/19,Heron,Coral Canyons,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,"C8x (x band seqs as C8, need extra markers)",,Symbiont,Symbiont,"Stylophora, Juvenile",,Before,Before,11094,3.6,-16,0.52,39.63,6.69,0.516,0.396,39.6,0.204,0.067,6.7,0.035,6.9,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
131,HJ066,12/10/19,Heron,Coral Canyons,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,"C8x (x band seqs as C8, need extra markers)",,Host,Host,"Stylophora, Juvenile",,After,During/After,10995,4.6,-17,5.68,5.47,1.24,5.681,0.055,5.5,0.311,0.012,1.2,0.071,5.1,NA,NA,NA,NA,original,HJ066,0.881606562,0.694133478,1.614303015,1.120541766,0.934407637,,,,,,,NA,NA,NA,NA,NA
132,HJ066,12/10/19,Heron,Coral Canyons,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,"C8x (x band seqs as C8, need extra markers)",,Host,Host,"Stylophora, Juvenile",,Before,Before,5712,4.4,-15.7,5.09,9.99,2.25,5.09,0.1,10,0.508,0.022,2.2,0.114,5.2,0.809,0.807,0.699,0.63,original,HJ066,0.713273424,0.618218034,0.976784884,0.60386603,NA,10/12/19,No,Yes,,,,0.2,0.7,NA,NA,NA
133,HJ066,12/10/19,Heron,Coral Canyons,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,"C8x (x band seqs as C8, need extra markers)",,Symbiont,Symbiont,"Stylophora, Juvenile",,Before,Before,11082,4.2,-16.4,1.1,43.03,7.35,1.096,0.43,43,0.472,0.073,7.3,0.081,6.8,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
134,HJ067,12/10/19,Heron,Coral Canyons,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,"C8x (x band seqs as C8, need extra markers)",,Host,Host,"Stylophora, Juvenile",,After,During/After,10997,5.1,-16.4,4.8,15.11,3.34,4.797,0.151,15.1,0.725,0.033,3.3,0.16,5.3,NA,NA,NA,NA,original,HJ067,0.485128789,0.502900247,1.717862485,0.863913468,0.213329506,,,,,,,NA,NA,NA,NA,NA
135,HJ067,12/10/19,Heron,Coral Canyons,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,"C8x (x band seqs as C8, need extra markers)",,Host,Host,"Stylophora, Juvenile",,Before,Before,5713,4.6,-15.5,5.042,8.57,1.89,5.042,0.086,8.6,0.432,0.019,1.9,0.095,5.3,0.593,0.566,0.506,0.474,original,HJ067,0.526786371,0.938282977,1.782015162,1.672034492,NA,10/12/19,No,Yes,,,,0.5,0,NA,NA,NA
136,HJ067,12/10/19,Heron,Coral Canyons,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,"C8x (x band seqs as C8, need extra markers)",,Symbiont,Symbiont,"Stylophora, Juvenile",,Before,Before,11085,4.1,-15.5,1.17,48.46,9.6,1.166,0.485,48.5,0.565,0.096,9.6,0.112,5.9,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
137,HJ068,12/10/19,Heron,Coral Canyons,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,"C8x (x band seqs as C8, need extra markers)",,NA,NA,"Stylophora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,HJ069,12/10/19,Heron,Coral Canyons,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,,,NA,NA,"Stylophora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,HJ070,12/10/19,Heron,Coral Canyons,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,,,NA,NA,"Stylophora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,HJ071,12/10/19,Heron,Coral Canyons,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,,,Host,Host,"Stylophora, Juvenile",,After,During/After,NA,4.1,-17.2,5.29,4.57,0.98,5.287,0.046,4.6,0.242,0.01,1,0.052,5.4,NA,NA,NA,NA,original,HJ071,1.154494679,1.029824743,1.296760581,1.335436132,1.589783094,,,,,,,NA,NA,NA,NA,NA
141,HJ071,12/10/19,Heron,Coral Canyons,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,,,Host,Host,"Stylophora, Juvenile",,Before,Before,5707,4.5,-16.1,4.918,8.51,1.89,4.918,0.085,8.5,0.418,0.019,1.9,0.093,5.3,0.663,0.646,0.585,0.552,original,HJ071,0.560722676,0.91048465,1.15948295,1.055691428,NA,10/12/19,No,Yes,,,,0.8,0.5,NA,NA,NA
142,HJ071,12/10/19,Heron,Coral Canyons,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,,,Symbiont,Symbiont,"Stylophora, Juvenile",,Before,Before,11089,3.7,-16.6,0.3,47.32,8.91,0.301,0.473,47.3,0.142,0.089,8.9,0.027,6.2,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
143,HJ072,12/10/19,Heron,Coral Canyons,Stylophora,Juvenile,C8a,C8 group,,S. pistillata,"S. pistillata, C8 groupH","S. pistillata, C8 groupH","Heron, S. pistillata, C8 group",No,Yes,,,,NA,NA,"Stylophora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,HJ081,12/12/19,Heron,Pam's Point,Stylophora,Juvenile,C8a,C8 group,,S. pistillata,"S. pistillata, C8 groupH","S. pistillata, C8 groupH","Heron, S. pistillata, C8 group",No,Yes,,,,Host,Host,"Stylophora, Juvenile",,After,During/After,11065,4.4,-16.4,4.74,4.85,1.07,4.744,0.048,4.8,0.23,0.011,1.1,0.051,5.3,NA,NA,NA,NA,original,HJ081,0.754894608,0.2883819,2.148869955,0.619695199,1.57415688,,,,,,,NA,NA,NA,NA,NA
145,HJ082,12/12/19,Heron,Pam's Point,Stylophora,Juvenile,C35a,C35a group,,S. pistillata,"S. pistillata, C35a group",Stylophora_Heron,"Heron, S. pistillata, C35a group",No,Yes,,,,NA,NA,"Stylophora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,HJ083,12/12/19,Heron,Pam's Point,Stylophora,Juvenile,C35a?,C35a group,,S. pistillata,"S. pistillata, C35a group",Stylophora_Heron,"Heron, S. pistillata, C35a group",No,Yes,,,,Host,Host,"Stylophora, Juvenile",,Before,Before,5906,4.5,-18.1,5.015,12.45,2.77,5.015,0.125,12.5,0.624,0.028,2.8,0.139,5.3,0.582,0.549,0.492,0.46,original,HJ083,0.6587397,1.660418698,1.73677408,2.883772156,NA,12/12/19,No,Yes,,,,0.5,-0.4,NA,NA,NA
147,HJ083,12/12/19,Heron,Pam's Point,Stylophora,Juvenile,C35a?,C35a group,,S. pistillata,"S. pistillata, C35a group",Stylophora_Heron,"Heron, S. pistillata, C35a group",No,Yes,,,,Symbiont,Symbiont,"Stylophora, Juvenile",,Before,Before,9340,4,-17.7,2.899,26.14,4.11,2.899,0.261,26.1,0.758,0.041,4.1,0.119,7.4,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
148,HJ084,12/12/19,Heron,Pam's Point,Stylophora,Juvenile,C35a,C35a group,,S. pistillata,"S. pistillata, C35a group",Stylophora_Heron,"Heron, S. pistillata, C35a group",No,Yes,,,,Host,Host,"Stylophora, Juvenile",,Before,Before,5914,4.9,-17.5,5.088,11.9,2.7,5.088,0.119,11.9,0.606,0.027,2.7,0.137,5.1,0.578,0.539,0.481,0.458,original,HJ084,0.527588707,1.787402214,1.407974409,2.516616576,NA,12/12/19,No,Yes,,,,0.8,0.4,NA,NA,NA
149,HJ084,12/12/19,Heron,Pam's Point,Stylophora,Juvenile,C35a,C35a group,,S. pistillata,"S. pistillata, C35a group",Stylophora_Heron,"Heron, S. pistillata, C35a group",No,Yes,,,,Symbiont,Symbiont,"Stylophora, Juvenile",,Before,Before,11102,4.1,-17.9,0.52,49.66,7.33,0.518,0.497,49.7,0.257,0.073,7.3,0.038,7.9,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
150,HJ085,12/12/19,Heron,Pam's Point,Stylophora,Juvenile,C35a,C35a group,,S. pistillata,"S. pistillata, C35a group",Stylophora_Heron,"Heron, S. pistillata, C35a group",No,Yes,,,,NA,NA,"Stylophora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,HJ086,12/12/19,Heron,Pam's Point,Stylophora,Juvenile,C35a+,C35a group,,S. pistillata,"S. pistillata, C35a group",Stylophora_Heron,"Heron, S. pistillata, C35a group",No,Yes,,,,Host,Host,"Stylophora, Juvenile",,Before,Before,5916,4.9,-17.3,5.074,NA,NA,NA,NA,12.44,NA,NA,2.74,NA,5.3,0.774,0.755,0.67,0.612,original,HJ086,0.649789808,1.162175821,1.109616047,1.289568941,NA,,,,,,,0.3,-0.3,NA,NA,NA
152,HJ086,12/12/19,Heron,Pam's Point,Stylophora,Juvenile,C35a+,C35a group,,S. pistillata,"S. pistillata, C35a group",Stylophora_Heron,"Heron, S. pistillata, C35a group",No,Yes,,,,Symbiont,Symbiont,"Stylophora, Juvenile",,Before,Before,9277,4.6,-17,2.019,NA,NA,NA,NA,47.72,NA,NA,7.64,NA,7.28,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
153,HJ087,12/12/19,Heron,Pam's Point,Stylophora,Juvenile,C35a,C35a group,,S. pistillata,"S. pistillata, C35a group",Stylophora_Heron,"Heron, S. pistillata, C35a group",No,Yes,,,,NA,NA,"Stylophora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,HJ088,12/12/19,Heron,Pam's Point,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,,,Host,Host,"Stylophora, Juvenile",,Before,Before,5921,5.1,-16,4.995,11.6,2.61,4.995,0.116,11.6,0.58,0.026,2.6,0.13,5.2,0.718,0.692,0.612,0.566,original,HJ088,0.622999769,1.188464931,1.617792765,1.922689966,NA,12/12/19,No,Yes,,,,0.9,-0.3,NA,NA,NA
155,HJ088,12/12/19,Heron,Pam's Point,Stylophora,Juvenile,C78a,C78a,,S. pistillata,"S. pistillata, C78a","S. pistillata, C78a","Heron, S. pistillata, C78a",No,Yes,,,,Symbiont,Symbiont,"Stylophora, Juvenile",,Before,Before,9348,4.2,-15.7,2.748,63.53,12.23,2.748,0.635,63.5,1.746,0.122,12.2,0.336,6.1,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
156,LA001,11/18/19,Lizard,Granite Bluff,Pocillopora,Adult,C1cdt,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",Yes,Yes,,,,NA,NA,"Pocillopora, Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,LA002,11/18/19,Lizard,Granite Bluff,Pocillopora,Adult,C1cdt,C. pacificum,C. pacificum,Pver(OPI40)_clade II,"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",Yes,Yes,,,,NA,NA,"Pocillopora, Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,LA003,11/18/19,Lizard,Granite Bluff,Pocillopora,Adult,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",Yes,Yes,,,,Host,Host,"Pocillopora, Adult",,Before,Before,NA,4,-18.6,4.993,13.35,3.19,4.993,0.133,13.3,0.667,0.032,3.2,0.159,4.9,0.666,0.656,0.598,0.561,original,LA003,1.816,0.992,1.94864359,3.603595176,NA,18/11/19,Yes,Yes,,,,0.6,-1.4,NA,NA,NA
159,LA003,11/18/19,Lizard,Granite Bluff,Pocillopora,Adult,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",Yes,Yes,,,,Symbiont,Symbiont,"Pocillopora, Adult",,Before,Before,9331,3.4,-17.2,3.528,32.62,5.51,3.528,0.326,32.6,1.151,0.055,5.5,0.194,6.9,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
160,LA004,11/18/19,Lizard,Granite Bluff,Pocillopora,Adult,C1cdt,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",Yes,Yes,,,,Host,Host,"Pocillopora, Adult",,Before,Before,5778,4.6,-16.3,5.05,16.01,3.55,5.05,0.16,16,0.808,0.035,3.5,0.179,5.3,0.993,0.94,0.799,0.733,original,LA004,1.465,0.631,1.992764317,1.141006788,NA,18/11/19,Yes,Yes,,,,1.8,-0.5,NA,NA,NA
161,LA004,11/18/19,Lizard,Granite Bluff,Pocillopora,Adult,C1cdt,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",Yes,Yes,,,,Host,Host,"Pocillopora, Adult",,During,During/After,11054,4.1,-16.4,5.08,15.63,3.13,5.083,0.156,15.6,0.794,0.031,3.1,0.159,5.8,NA,NA,NA,NA,original,LA004,1.577778969,0.497529089,4.600469941,2.288867617,8.743052705,,,,,,,NA,NA,NA,NA,NA
162,LA004,11/18/19,Lizard,Granite Bluff,Pocillopora,Adult,C1cdt,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",Yes,Yes,,,,Symbiont,Symbiont,"Pocillopora, Adult",,Before,Before,9282,2.8,-15.8,3.575,31.53,5.25,3.575,0.315,31.5,1.127,0.052,5.2,0.188,7,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
163,LA005,11/18/19,Lizard,Granite Bluff,Pocillopora,Adult,C1cdt,C. pacificum,C.pacificum/C.latusorum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",Yes,Yes,,,,NA,NA,"Pocillopora, Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,LA006,11/18/19,Lizard,Granite Bluff,Pocillopora,Adult,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",Yes,Yes,,,,Host,Host,"Pocillopora, Adult",,Before,Before,5788,3.8,-15.7,5.08,14,3.22,5.08,0.14,14,0.711,0.032,3.2,0.164,5.1,0.72,0.708,0.639,0.59,original,LA006,1.524,0.321,3.555136006,0.602934371,NA,18/11/19,Yes,Yes,,,,NA,NA,NA,NA,NA
165,LA006,11/18/19,Lizard,Granite Bluff,Pocillopora,Adult,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",Yes,Yes,,,,Host,Host,"Pocillopora, Adult",,During,During/After,11060,3.9,-14.8,5.32,11.87,2.51,5.318,0.119,11.9,0.631,0.025,2.5,0.134,5.5,NA,NA,NA,NA,original,LA006,0.929877892,0.471102038,3.549884615,1.672357876,21.68020456,,,,,,,NA,NA,NA,NA,NA
166,LA007,11/18/19,Lizard,Granite Bluff,Pocillopora,Adult,C1cdt,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",Yes,Yes,,,,NA,NA,"Pocillopora, Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,LA008,11/18/19,Lizard,Granite Bluff,Pocillopora,Adult,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",Yes,Yes,,,,Host,Host,"Pocillopora, Adult",,Before,Before,5800,4.1,-15.9,4.972,13.36,2.96,4.972,0.134,13.4,0.664,0.03,3,0.147,5.3,1.073,1.008,0.939,0.909,original,LA008,1.363,0.603,4.195331346,0.512488571,NA,18/11/19,Yes,Yes,,,,0.6,-1,NA,NA,NA
168,LA008,11/18/19,Lizard,Granite Bluff,Pocillopora,Adult,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",Yes,Yes,,,,Symbiont,Symbiont,"Pocillopora, Adult",,Before,Before,9283,3.5,-14.9,3.246,34.92,6.03,3.246,0.349,34.9,1.134,0.06,6,0.196,6.8,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
169,LA013,11/20/19,Lizard,Big Vicki's,Pocillopora,Adult,C1cdt,C. pacificum,,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",Yes,Yes,,,,Host,Host,"Pocillopora, Adult",,Before,Before,5737,3.9,-16.6,5.021,9.24,1.97,5.021,0.092,9.2,0.464,0.02,2,0.099,5.5,0.579,0.589,0.546,0.51,original,LA013,1.686,0.76,2.234112266,0.553501738,NA,20/11/19,Yes,Yes,,,,NA,NA,NA,NA,NA
170,LA014,11/20/19,Lizard,Big Vicki's,Pocillopora,Adult,C1cdt,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",Yes,Yes,,,,NA,NA,"Pocillopora, Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,LA015,11/20/19,Lizard,Big Vicki's,Pocillopora,Adult,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",Yes,Yes,,,,NA,NA,"Pocillopora, Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,LA016,11/20/19,Lizard,Big Vicki's,Pocillopora,Adult,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",Yes,Yes,,,,NA,NA,"Pocillopora, Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,LA017,11/20/19,Lizard,Big Vicki's,Pocillopora,Adult,C1cd,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",Yes,Yes,,,,NA,NA,"Pocillopora, Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
